نام کالا,نماد,تالار,تولید کننده,نوع قرارداد,قیمت پایانی میانگین موزون,ارزش معامله (هزارریال),قیمت پایانی,پایین ترین,بالاترین,قیمت پایه عرضه,حجم عرضه,تقاضا,حجم قرارداد,واحد,تاریخ معامله,تاریخ تحویل,مکان تحویل,عرضه کننده,تاریخ قیمت تسویه,کارگزار,نحوه عرضه,روش خرید,نوع بسته بندی,نوع تسویه,نوع ارز,کد عرضه
نخ پلی استر 500D96FA,PTC-POY500D96FAWP-00,تالار پتروشیمی,پتروشیمی تندگویان,نقدی,,0,,,,"634,516",154,0,0,تن,1403/08/20,1403/08/23,انبار کارخانه,پتروشیمی شهید تندگویان,,بانک صنعت و معدن,عمده,عادی,پالت چوبی,نقدی / اعتباری,ریال,887532
سیمان پرتلند نوع 2 رده 42/5-فله,CJOV-PCT2G42.5-B-00,تالار سیمان,سیمان جوین,نسیه (مچینگ),"8,374","1,674,800","8,374","8,374","8,374","8,374",0,200,200,تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان جوین,2025/01/09,ساوآفرین,عمده,عادی,فله,نقدی / اعتباری,ریال,887533
سیمان پرتلند نوع 2 رده 42/5-فله,CJOV-PCT2G42.5-B-00,تالار سیمان,سیمان جوین,نسیه,"8,374","13,398,400","8,374","8,374","8,374","8,374","7,000","1,600","1,600",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان جوین,2025/01/09,ساوآفرین,عمده,عادی,فله,نقدی / اعتباری,ریال,887533
سیمان پرتلند نوع 2 رده 42/5-فله,CJOV-PCT2G42.5-B-00,تالار سیمان,سیمان جوین,نسیه (مچینگ),"8,374","4,187,000","8,374","8,374","8,374","8,374",0,500,500,تن,1403/08/21,1403/08/23,انبار کارخانه,سیمان جوین,2025/01/09,ساوآفرین,عمده,عادی,فله,نقدی / اعتباری,ریال,887533
پلی استایرن معمولی 24N,ESP-PSGPPS24NJ-00,تالار پتروشیمی,تولیدی پلاستیک ایسین,سلف,,0,,,,"638,720",176,0,0,تن,1403/08/20,1403/09/19,انبار کارخانه,تولیدی پلاستیک ایسین,,سرمایه و دانش,عمده,عادی,جامبوبگ,نقدی,ریال,887541
لوب کات سنگین,BORC-LUBECUTHB-00,تالار فرآورده های نفتی,پالایش نفت بندرعباس,نقدی,"234,835","1,643,845,000","234,835","234,835","234,835","234,835","20,000","7,000","7,000",تن,1403/08/20,1403/08/23,انبار کارخانه,پالایش نفت بندرعباس,,بانک پاسارگاد,عمده,عادی,فله,نقدی / اعتباری,ریال,887555
گندله سنگ آهن,MKC-PELL-00,تالار صنعتی,ماد کوش,نقدی,,0,,,,"59,150","70,000",0,0,تن,1403/08/20,1403/08/23,انبار کارخانه,ماد کوش,,بانک صنعت و معدن,عمده,عادی,فله,نقدی,ریال,887576
متیلن دی فنیل دی ایزوسیانات Modified (KLM-100B),KPC-OAMDIKLM100BB-00,تالار حراج باز,پتروشیمی کارون,سلف,"1,334,099","72,041,355","1,334,099","1,334,099","1,334,100","1,104,618",54,72,54,تن,1403/08/20,1403/09/18,انبار کارخانه,پتروشیمی کارون,,بانک ملت,عمده,عادی,فله,نقدی,ریال,887593
پلی پروپیلن نساجی RG1102XK,RJCO-PPRG1102XKRJ-00,تالار پتروشیمی,پتروشیمی رجال,نقدی,"551,029","431,455,968","551,029","548,000","553,999","484,049",783,"1,131",783,تن,1403/08/21,1403/08/26,انبار کارخانه,مجتمع صنعتی پتروشیمی رجال,,بانک کارآفرین,عمده,عادی,جامبوبگ,نقدی,ریال,887636
گندله سنگ آهن,CHMI-PELL-00,تالار صنعتی,شرکت معدنی وصنعتی چادرملو,سلف,,0,,,,"53,780","60,000",0,0,تن,1403/08/22,1403/09/07,انبار کارخانه,معدنی و صنعتی چادر ملو,,بانک سپه,عمده,عادی,فله,نقدی / اعتباری,ریال,887637
پلی پروپیلن نساجی RG1102XL,RJCO-PPRG1102XLRJ-00,تالار پتروشیمی,پتروشیمی رجال,نقدی,"540,979","329,456,276/25","540,979","538,999","543,513","484,049",609,935/25,609,تن,1403/08/21,1403/08/26,انبار کارخانه,مجتمع صنعتی پتروشیمی رجال,,بانک کارآفرین,عمده,عادی,جامبوبگ,نقدی,ریال,887639
کنسانتره سنگ آهن,CHMI-OAIOC-00,تالار حراج باز,شرکت معدنی وصنعتی چادرملو,نقدی,,0,,,,"38,840","45,000",0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,معدنی و صنعتی چادر ملو,,بانک سپه,عمده,عادی,فله,نقدی / اعتباری,ریال,887643
کنسانتره سنگ آهن,CHMI-OAIOC-00,تالار حراج باز,شرکت معدنی وصنعتی چادرملو,نقدی,,0,,,,"38,840","100,000",0,0,تن,1403/08/22,1403/08/27,انبار کارخانه,معدنی و صنعتی چادر ملو,,بانک سپه,عمده,عادی,فله,نقدی / اعتباری,ریال,887644
پلی پروپیلن نساجی 1102L,RJCO-PP1102LRJ-00,تالار پتروشیمی,پتروشیمی رجال,نقدی,"567,987","197,659,389","567,987","565,888","569,899","484,049",348,630/75,348,تن,1403/08/21,1403/08/26,انبار کارخانه,مجتمع صنعتی پتروشیمی رجال,,بانک کارآفرین,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887648
پلی پروپیلن شیمیایی RG3212E,RJCO-PPRG3212ERJ-00,تالار پتروشیمی,پتروشیمی رجال,نقدی,"788,247","85,721,904/75","788,247","785,600","792,999","561,550",108/75,282/75,108/75,تن,1403/08/21,1403/08/26,انبار کارخانه,مجتمع صنعتی پتروشیمی رجال,,بانک کارآفرین,عمده,عادی,جامبوبگ,نقدی,ریال,887650
شمش بلوم (150*150)5SP,FANA-BSG194X-00,تالار صنعتی,مجتمع فولاد البرز ناب آرش,نقدی,"244,591","856,069,900","244,591","243,609","245,609","227,997","3,500","14,800","3,500",تن,1403/08/21,1403/08/29,انبار کارخانه,مجتمع فولاد البرز ناب آرش,,سرمایه و دانش,عمده,عادی,شمش,نقدی,ریال,887658
شمش بلوم (125*125)5SP,BFC-BSG017OO-00,تالار صنعتی,شرکت ذوب بریس,سلف,,0,,,,"237,399","1,000",500,0,تن,1403/08/21,1403/09/20,انبار کارخانه,ذوب بریس,,پارسیان,عمده,عادی,شمش,نقدی,ریال,887661
شمش بلوم (125*125)5SP,BFC-BSG017OO-00,تالار صنعتی,شرکت ذوب بریس,نقدی,"239,799","167,859,300","239,799","239,599","239,999","237,399",700,"1,950",700,تن,1403/08/21,1403/08/26,انبار کارخانه,ذوب بریس,,پارسیان,عمده,عادی,شمش,نقدی,ریال,887663
شمش بلوم (150*150)5SP,MFNI-BSG194X-00,تالار صنعتی,مجتمع فولاد نفیس ایرانیان,نقدی,"243,949","73,184,700","243,949","243,889","244,009","237,399",300,"1,200",300,تن,1403/08/21,1403/08/26,انبار کارخانه,مجتمع فولاد نفیس ایرانیان,,بانک آینده,عمده,عادی,شمش,نقدی,ریال,887664
شمش بلوم (125*125)5SP,SRM-BSG017OO-00,تالار صنعتی,صبا راد محور,نقدی,"244,319","48,863,800","244,319","244,319","244,319","237,399",200,875,200,تن,1403/08/21,1403/08/26,انبار کارخانه,صبا راد محور,,بانک آینده,عمده,عادی,شمش,نقدی,ریال,887667
شمش بلوم (150*150)3SP,PSS-BSG324X-00,تالار صنعتی,پرتو صنعت شرق,نقدی,"243,949","48,789,800","243,949","243,899","243,999","237,399",200,500,200,تن,1403/08/21,1403/08/29,انبار کارخانه,پرتو صنعت شرق,,پارسیان,عمده,عادی,شمش,نقدی,ریال,887670
سیمان پرتلند آهکی/کیسه50,DCC-CEMENTPOLI-50L-00,تالار سیمان,سیمان داراب,نقدی,"10,960","65,757,025","10,960","10,659","11,266","10,078","6,000","15,975","6,000",تن,1403/08/22,1403/08/27,انبار کارخانه,سیمان داراب,,بانک پاسارگاد,عمده,عادی,کیسه,نقدی,ریال,887687
شمش بلوم (150*150)5SP,HTS-BSG194X-00,تالار صنعتی,فولاد پارس هفت تپه,نقدی,"237,540","47,507,900","237,540","236,500","238,579","229,846",200,600,200,تن,1403/08/21,1403/08/26,انبار کارخانه,فولاد پارس هفت تپه,,بانک ملت,عمده,عادی,شمش,نقدی,ریال,887702
پلی پروپیلن نساجی Z30S,DAP-PPZ30SJ-00,تالار پتروشیمی,دی آریا پلیمر,نقدی,"556,578","55,657,820","556,578","550,899","558,999","484,049",100,250,100,تن,1403/08/21,1403/08/26,انبار کارخانه,دی آریا پلیمر,,توسعه فردا,عمده,عادی,جامبوبگ,نقدی,ریال,887754
پلی پروپیلن نساجی HP552R,DAP-PPHP552RJ-00,تالار پتروشیمی,دی آریا پلیمر,نقدی,"560,370","448,296,380","560,370","557,899","562,999","484,049",800,"1,340",800,تن,1403/08/21,1403/08/26,انبار کارخانه,دی آریا پلیمر,,توسعه فردا,عمده,عادی,جامبوبگ,نقدی,ریال,887755
شمش 1000p-99.75,IAC-AP10151-000,تالار صنعتی,آلومینیوم ایران(ایرالکو),نقدی,"1,790,000","268,500,000","1,790,000","1,790,000","1,790,000","1,790,000",200,200,150,تن,1403/08/21,1403/08/26,انبار عرضه کننده,مولد نیروگاهی تجارت فارس,,بانک تجارت,عمده,عادی,شمش,نقدی,ریال,887760
شمش 1000p-99.75,IAC-AP10151-000,تالار صنعتی,آلومینیوم ایران(ایرالکو),نقدی (مچینگ),"1,790,000","89,500,000","1,790,000","1,790,000","1,790,000","1,790,000",0,50,50,تن,1403/08/21,1403/08/26,انبار عرضه کننده,مولد نیروگاهی تجارت فارس,,بانک تجارت,عمده,عادی,شمش,نقدی,ریال,887760
شمش بلوم (150*150)5SP,CSS-BSG194X-00,تالار صنعتی,فولاد سپهر سبلان,نقدی,"243,415","48,682,900","243,415","243,229","243,600","236,288",200,400,200,تن,1403/08/21,1403/08/26,انبار کارخانه,فولاد سپهر سبلان,,اقتصاد بیدار,عمده,عادی,شمش,نقدی,ریال,887762
شمش بلوم (150*150)5SP,GSS-BSG194X-00,تالار صنعتی,غلتک سازان سپاهان,نسیه,"239,006","956,023,200","239,006","238,399","239,199","237,399","4,000","6,420","4,000",تن,1403/08/21,1403/08/26,انبار کارخانه,غلتک سازان سپاهان,2024/12/01,اقتصاد بیدار,عمده,عادی,شمش,نقدی / اعتباری,ریال,887765
پلی پروپیلن نساجی ZH552R,NZCH-PPZH552RJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"556,014","81,733,995","556,014","551,889","561,610","484,049",147,231,147,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی,ریال,887770
پلی پروپیلن نساجی HP510L,DAP-PPHP510LJ-00,تالار پتروشیمی,دی آریا پلیمر,نقدی,"561,425","477,211,090","561,425","560,300","563,000","484,049",850,"1,610",850,تن,1403/08/21,1403/08/26,انبار کارخانه,دی آریا پلیمر,,بانک ملی,عمده,عادی,جامبوبگ,نقدی,ریال,887771
پلی پروپیلن نساجی ZH550J,NZCH-PPZH550JJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"569,142","95,615,877","569,142","562,888","574,610","484,049",168,315,168,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887773
پلی پروپیلن نساجی ZH510L,NZCH-PPZH510LJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"576,290","96,816,741","576,290","572,658","581,610","484,049",168,294,168,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887774
پلی پروپیلن شیمیایی ZH515MA,NZCH-PPZH515MAJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"590,024","61,952,499","590,024","587,999","594,000","505,186",105,189,105,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی,ریال,887777
پلی پروپیلن شیمیایی ZR230C,NZCH-PPZR230CJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"759,778","127,642,767","759,778","753,899","766,668","561,550",168,378,168,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی,ریال,887778
پلی پروپیلن شیمیایی ZB332C,NZCH-PPZB332CJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"699,423","117,503,106","699,423","690,690","707,888","555,914",168,315,168,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی,ریال,887779
پلی پروپیلن شیمیایی ZR340R,NZCH-PPZR340RJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"590,283","74,375,700","590,283","588,888","592,624","521,625",126,231,126,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887781
پلی پروپیلن شیمیایی ZB445L,NZCH-PPZB445LJ-00,تالار پتروشیمی,نوید زرشیمی,نقدی,"563,600","35,506,779","563,600","561,100","565,800","532,429",63,84,63,تن,1403/08/21,1403/08/27,انبار کارخانه,صنعتی نوید زر شیمی,,اقتصاد بیدار,عمده,عادی,جامبوبگ,نقدی,ریال,887782
سیمان پرتلند نوع 5 رده 32/5-فله,KACC-PCT5G32.5-B-00,تالار سیمان,سیمان کارون,نقدی (مچینگ),"8,742","961,620","8,742","8,742","8,742","8,742",0,110,110,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان کارون,,اقتصاد بیدار,عمده,عادی,فله,نقدی / اعتباری,ریال,887783
سیمان پرتلند نوع 5 رده 32/5-فله,KACC-PCT5G32.5-B-00,تالار سیمان,سیمان کارون,نقدی,"8,742","3,409,380","8,742","8,742","8,742","8,742",500,390,390,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان کارون,,اقتصاد بیدار,عمده,عادی,فله,نقدی / اعتباری,ریال,887783
سیمان پرتلند نوع 5 رده 32/5-کیسه50,KACC-PCT5G32.5-L50-00,تالار سیمان,سیمان کارون,نقدی,"10,993","29,131,450","10,993","10,993","10,993","10,993","3,000","2,650","2,650",تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان کارون,,اقتصاد بیدار,عمده,عادی,کیسه,نقدی / اعتباری,ریال,887784
سیمان پرتلند نوع 5 رده 32/5-کیسه50,KACC-PCT5G32.5-L50-00,تالار سیمان,سیمان کارون,نقدی (مچینگ),"10,993","2,748,250","10,993","10,993","10,993","10,993",0,250,250,تن,1403/08/21,1403/08/26,انبار کارخانه,سیمان کارون,,اقتصاد بیدار,عمده,عادی,کیسه,نقدی / اعتباری,ریال,887784
سیمان پرتلند نوع 5 رده 32/5-کیسه50,KACC-PCT5G32.5-L50-00,تالار سیمان,سیمان کارون,نقدی (مچینگ),"10,993","1,099,300","10,993","10,993","10,993","10,993",0,100,100,تن,1403/08/22,1403/08/26,انبار کارخانه,سیمان کارون,,اقتصاد بیدار,عمده,عادی,کیسه,نقدی / اعتباری,ریال,887784
شمش بلوم (150*150)5SP,TPBI-BSG194X-00,تالار صنعتی,تعاونی پولاد شمش ایساتیس,نقدی,"237,399","29,674,875","237,399","237,399","237,399","237,399",250,125,125,تن,1403/08/21,1403/08/26,انبار کارخانه,پولاد شمش ایساتیس,,بانک ملی,عمده,عادی,شمش,نقدی,ریال,887786
سیمان پرتلند نوع 5 رده 42/5-فله,KECE-PCT5G42.5-B-00,تالار سیمان,سیمان کرمان,نقدی,"13,381","1,338,120","13,381","13,209","13,445","9,557",100,320,100,تن,1403/08/21,1403/08/29,انبار کارخانه,گروه صنایع سیمان کرمان,,بانک ملی,عمده,عادی,فله,نقدی,ریال,887789
